ra,ano,fase_num,idade,genero,instituicao_padrao,ano_previsto,probabilidade_novo_risco,alerta_risco,probabilidade_risco_percentual
RA-119,2024,7,16,Feminino,Privada - Programa de Apadrinhamento,2025,0.12337383613221757,0,12.34
RA-103,2024,5,15,Feminino,Privada - Programa de Apadrinhamento,2025,0.12179582449048217,0,12.18
RA-165,2024,5,16,Feminino,Privada - Programa de Apadrinhamento,2025,0.12158593463664753,0,12.16
RA-1203,2024,6,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.1214610282450123,0,12.15
RA-196,2024,5,14,Masculino,Privada - Programa de Apadrinhamento,2025,0.12138289898050261,0,12.14
RA-278,2024,5,14,Masculino,Privada - Programa de Apadrinhamento,2025,0.12137280356688909,0,12.14
RA-412,2024,4,14,Feminino,Pública,2025,0.12130782562353945,0,12.13
RA-52,2024,7,15,Masculino,Privada *Parcerias com Bolsa 100%,2025,0.11993163805758635,0,11.99
RA-179,2024,4,13,Masculino,Privada,2025,0.11741785222487226,0,11.74
RA-500,2024,3,12,Feminino,Privada - Programa de Apadrinhamento,2025,0.11740887374013348,0,11.74
RA-277,2024,7,16,Masculino,Privada *Parcerias com Bolsa 100%,2025,0.11589565489634865,0,11.59
RA-176,2024,5,15,Feminino,Privada - Programa de Apadrinhamento,2025,0.11588425693775468,0,11.59
RA-110,2024,5,16,Masculino,Privada - Programa de Apadrinhamento,2025,0.11535043651347587,0,11.54
RA-516,2024,3,11,Masculino,Privada - Programa de Apadrinhamento,2025,0.11466465010962726,0,11.47
RA-417,2024,4,14,Feminino,Pública,2025,0.1141001152209051,0,11.41
RA-56,2024,7,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.11269154462656689,0,11.27
RA-612,2024,2,12,Feminino,Privada - Programa de Apadrinhamento,2025,0.11266537189407999,0,11.27
RA-48,2024,7,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.1120784430932388,0,11.21
RA-280,2024,5,15,Feminino,Privada - Programa de Apadrinhamento,2025,0.1117339109001912,0,11.17
RA-229,2024,5,14,Masculino,Privada - Programa de Apadrinhamento,2025,0.11088983674540089,0,11.09
RA-1151,2024,4,13,Feminino,Pública,2025,0.11050797151541383,0,11.05
RA-487,2024,3,12,Feminino,Privada - Programa de Apadrinhamento,2025,0.11046625822118218,0,11.05
RA-93,2024,7,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.10949918781033795,0,10.95
RA-112,2024,6,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.10915476481439763,0,10.92
RA-242,2024,7,15,Masculino,Privada *Parcerias com Bolsa 100%,2025,0.10811464066827452,0,10.81
RA-557,2024,3,12,Masculino,Privada - Programa de Apadrinhamento,2025,0.10689030615259441,0,10.69
RA-81,2024,6,16,Feminino,Privada - Programa de Apadrinhamento,2025,0.10673162287174053,0,10.67
RA-172,2024,7,16,Feminino,Privada - Programa de Apadrinhamento,2025,0.10463679053211743,0,10.46
RA-197,2024,5,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.10441383017865002,0,10.44
RA-180,2024,5,14,Masculino,Privada - Programa de Apadrinhamento,2025,0.10305198973334355,0,10.31
RA-416,2024,4,14,Masculino,Privada - Programa de Apadrinhamento,2025,0.10276930130110842,0,10.28
RA-98,2024,7,16,Feminino,Privada *Parcerias com Bolsa 100%,2025,0.10251103319924723,0,10.25
RA-90,2024,7,15,Feminino,Privada *Parcerias com Bolsa 100%,2025,0.1019458328928978,0,10.19
RA-419,2024,4,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.1006333245194368,0,10.06
RA-245,2024,7,16,Masculino,Privada - Programa de Apadrinhamento,2025,0.10024832991542655,0,10.02
RA-132,2024,6,16,Feminino,Privada - Programa de Apadrinhamento,2025,0.09875806839398509,0,9.88
RA-76,2024,7,16,Feminino,Privada *Parcerias com Bolsa 100%,2025,0.09838678818938565,0,9.84
RA-418,2024,4,12,Feminino,Privada - Programa de Apadrinhamento,2025,0.0983216253368367,0,9.83
RA-187,2024,4,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.09799495230560379,0,9.8
RA-543,2024,3,12,Feminino,Pública,2025,0.09767671210237293,0,9.77
RA-250,2024,4,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.09752026829896747,0,9.75
RA-274,2024,5,13,Feminino,Privada - Programa de Apadrinhamento,2025,0.09685253816932013,0,9.69
RA-157,2024,5,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.09577570019555556,0,9.58
RA-58,2024,7,17,Masculino,Privada - Programa de Apadrinhamento,2025,0.09370138019498138,0,9.37
RA-87,2024,7,17,Masculino,Privada - Programa de Apadrinhamento,2025,0.0931227368807132,0,9.31
RA-244,2024,5,14,Feminino,Privada - Programa de Apadrinhamento,2025,0.09248409101866063,0,9.25
RA-326,2024,4,14,Feminino,Privada,2025,0.09060277969696529,0,9.06
RA-45,2024,7,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.09055559338121337,0,9.06
RA-166,2024,7,16,Masculino,Privada *Parcerias com Bolsa 100%,2025,0.08989443227159337,0,8.99
RA-425,2024,4,14,Masculino,Pública,2025,0.08872257886424255,0,8.87
RA-94,2024,6,17,Feminino,Privada - Programa de Apadrinhamento,2025,0.08727705479573676,0,8.73
RA-64,2024,7,18,Feminino,Privada - Programa de Apadrinhamento,2025,0.0863176595010035,0,8.63
RA-479,2024,3,12,Masculino,Privada - Programa de Apadrinhamento,2025,0.05598731356399169,0,5.6
RA-578,2024,3,12,Masculino,Privada - Programa de Apadrinhamento,2025,0.05280154067720305,0,5.28
